sample_id,file_path,person_id,person_name,split,source_ref,source_url,license,rights_note,sha256
000015,raw/anna_chipovskaya/0002.mp4,anna_chipovskaya,Anna Chipovskaya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,c984a5ab70c60361947804c5ebb78820afb649c46098f01354fc29d1f01cd2bf
000016,raw/anna_chipovskaya/0003.mp4,anna_chipovskaya,Anna Chipovskaya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,96aeea5eaa74798f23ebf0884603f2f8056c2e5414c025f72823671885f19245
000017,raw/anna_chipovskaya/0004.mp4,anna_chipovskaya,Anna Chipovskaya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,43ec659605ba01804fb159ff12ed411f1feff5f477d3d03e5729a59cd69a91c5
000018,raw/anna_chipovskaya/0005.mp4,anna_chipovskaya,Anna Chipovskaya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,89aefd5209227ac29a9029c70921775b9e8ae772f96b36988b9a94a69dbde4b0
000019,raw/anna_chipovskaya/0006.mp4,anna_chipovskaya,Anna Chipovskaya,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,2ffea230998bc205c737ff68b65bc9de20a93ccbf2c23f5f83c4e7d0f72b428c
000020,raw/anna_chipovskaya/0007.mp4,anna_chipovskaya,Anna Chipovskaya,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,a5815a0184341584bb65852bd982e0bc07717fce36f795f781a983ad8c3a428f
000021,raw/anne_hathaway/0001.mp4,anne_hathaway,Anne Hathaway,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,48342dbb00aeafb75ab0e1c170966e1a36314dee2e2586bed8ccfe41243ff9e8
000022,raw/anne_hathaway/0002.mp4,anne_hathaway,Anne Hathaway,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f9078cbbf0457d79f9b5763ce08ffd38644c935432a597a437be4f5e94284014
000023,raw/anne_hathaway/0003.mp4,anne_hathaway,Anne Hathaway,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,2e279a91ac5d3d4b1b8e6da775cbced60e0ea91115c59933d37608c828082bc1
000024,raw/anne_hathaway/0004.mp4,anne_hathaway,Anne Hathaway,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,1aef26958110963851d5d9c25b47cd7576c758e847c0b7a14708b722534b04f2
000025,raw/anne_hathaway/0005.mp4,anne_hathaway,Anne Hathaway,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,af1aee3e7abaabf837397ef25c7a36d4ba34304b3278303673ebdb261a085bf5
000026,raw/anne_hathaway/0006.mp4,anne_hathaway,Anne Hathaway,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,cb487e40cfb60c3733dbb46487cb32c0d81f295b84cf75f0120172c12561f795
000027,raw/anne_hathaway/0007.mp4,anne_hathaway,Anne Hathaway,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,814ef811fc324a944fd33d7da20371b78f774c543e315f1acec3273dd5c3da0b
000028,raw/anya_taylor_joy/0001.mp4,anya_taylor_joy,Anya Taylor Joy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,39e61460428aee427b1a04bfe397ade5c4e6a1d9bd428b3bd1c2333d3529eb66
000029,raw/anya_taylor_joy/0002.mp4,anya_taylor_joy,Anya Taylor Joy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b8c0345c7a657785a788b12ed4342f35ffd66c2a151cdbd501c88717ea83ebb8
000030,raw/anya_taylor_joy/0003.mp4,anya_taylor_joy,Anya Taylor Joy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ea5124c1c65c5229412630387e4f070dcc7b7def4c33daffa69dd4f3f46c1d86
000031,raw/anya_taylor_joy/0004.mp4,anya_taylor_joy,Anya Taylor Joy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,59ef025978e2f21ad700b2e00f6611419df12819398ea156cb4a3f98e2cae933
000032,raw/anya_taylor_joy/0005.mp4,anya_taylor_joy,Anya Taylor Joy,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,402ffc644b47bd58195f122989422e39144f3a4c20b9d259f8bae66d54128bcd
000033,raw/anya_taylor_joy/0006.mp4,anya_taylor_joy,Anya Taylor Joy,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,08eafbc6c5e69720c98430613a461d66b0dbe48444739837a02a76b0d06cb793
000034,raw/aoi_yu/0001.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,580520898446b431c47936b1a955626efb83e9a9c9148fdf8fe580c721caa933
000035,raw/aoi_yu/0002.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fbde995d9fbb8604add13b303b9198de9667bc9f39e4d55b0519542799d74d2d
000036,raw/aoi_yu/0003.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f2e9925d91155970177b16d535e7acd1de58aa53df2fded37624af6274f80d76
000037,raw/aoi_yu/0004.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f5713589a4a09a468b3a510c36c6cec2dcf04ac014dce985c2fab464e4702a99
000038,raw/aoi_yu/0005.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,de23c515f127a519412eef5accd6264c104b4934d5a4d7636bf3051e2b73fd9a
000039,raw/aoi_yu/0006.mp4,aoi_yu,Aoi Yu,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,930c969cebc840a822ed6b3b7c02630b4770fa08f4a52908c3958d3206beb8f2
000040,raw/aoi_yu/0007.mp4,aoi_yu,Aoi Yu,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,f59350fd091128bb2397780e8c553a9fb6ee9f2e42cc59d719033723bf1fc201
000041,raw/aoi_yu/0008.mp4,aoi_yu,Aoi Yu,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,fde6a338dbb2727f0eda378a01eb6ae8e048d938c63f1228817eaec0758858c4
000042,raw/aoshima_kokoro/0001.mp4,aoshima_kokoro,Aoshima Kokoro,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b26f6131b1ad346924ee293f389a692f73e806da82e16eb6f1d0dd38a0424da6
000043,raw/aoshima_kokoro/0002.mp4,aoshima_kokoro,Aoshima Kokoro,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,ac19fe472c2a5244d9f097dd55503943f5a053dffee096f99753929f451c8b2f
000044,raw/aoshima_kokoro/0003.mp4,aoshima_kokoro,Aoshima Kokoro,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,8a65471e631ad110ec21920f3fde37825351f4c77b049e6c08189bd42f7db775
000045,raw/aoshima_kokoro/0004.mp4,aoshima_kokoro,Aoshima Kokoro,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,ff9cf47e109a78bb8acbaf171712d6f7471fd7afb125cfa8ada96394274a1529
000046,raw/aoshima_kokoro/0005.mp4,aoshima_kokoro,Aoshima Kokoro,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,73fd8d7aea0a391905ec26ebf8e70e40ec67c439b52363ab592785b3405bd47b
000047,raw/aragaki_yuko/0001.mp4,aragaki_yuko,Aragaki Yuko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,227d1a76919d8ccfe3dc34a639ac8d590aa32e7a4ea162335685c10be7891fe1
000048,raw/aragaki_yuko/0002.mp4,aragaki_yuko,Aragaki Yuko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,2ea2fd97d6ea59e071fdea0424114d27351766cdd437be92696044db34ac9eb9
000049,raw/aragaki_yuko/0003.mp4,aragaki_yuko,Aragaki Yuko,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9f840b866518c3f46cfe9ddcd76c94c3fee2060829f81e6451d4d36e89cf43b0
000050,raw/aragaki_yuko/0004.mp4,aragaki_yuko,Aragaki Yuko,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,0560e71e082ce50346088b2d4db459999eb907087805e243f85c1e33299f87b6
000051,raw/aragaki_yuko/0005.mp4,aragaki_yuko,Aragaki Yuko,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,867b8930bc571590e715e5d5354af0a1a7f0eb988ea0a2b164e2b69186c7b423
000052,raw/arimura_kasumi/0001.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,821c5700f871107af9f5e078748de7a04a9f231308f59f2e604a6a50270ad524
000053,raw/arimura_kasumi/0002.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f77f805ce0276f78a63cd1a3218395bdf5414b7c05f63f802d1f9f1566af5581
000054,raw/arimura_kasumi/0003.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,359acc8959f9c45ba1dde07d7c7592c035fc3e5d10e734e4abb2688c7779ab57
000055,raw/arimura_kasumi/0004.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d24a3e1f104a001e6afd76ba03adae0e38517a6d58a3d6bb6388e98bb5616b08
000056,raw/arimura_kasumi/0005.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a628f2d544a100e250cf4b7ef146ed08c217f73fe01ba0e0a8f4c5e282739765
000057,raw/arimura_kasumi/0006.mp4,arimura_kasumi,Arimura Kasumi,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,42352ce94cec4ccca7ae8867b695a53fa37f5b89104dbdd1d78ec9f6e4c715f7
000058,raw/arimura_kasumi/0007.mp4,arimura_kasumi,Arimura Kasumi,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,b3a58be584bc1db4a8e5ce63e15437a05093dacb9788e3e91b831351e9c72bd3
000059,raw/arimura_kasumi/0008.mp4,arimura_kasumi,Arimura Kasumi,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,d4218fdfd38d5d4107ac8a34190f28418408797a64c29cd69e9510f49607826a
000060,raw/ashahina_aya/0001.mp4,ashahina_aya,Ashahina Aya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,8417aabaef5deec2f81d5f1fcec36343a5911388cc7f469d433bffa4540fd787
000061,raw/ashahina_aya/0002.mp4,ashahina_aya,Ashahina Aya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,1c22499d45277fc4074ca941fbd4f761cafece6f88c9729b61ec975f5c7db4c6
000062,raw/ashahina_aya/0003.mp4,ashahina_aya,Ashahina Aya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,7962c16ef0863ce5a5918e0ff9329a7c627520fb9d27bcf2f018ba3f1d1726ab
000063,raw/ashahina_aya/0004.mp4,ashahina_aya,Ashahina Aya,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,176b0684622e6ab82ef9ec59230157f0d6bf4cb50407d9cb669bc747ab981492
000064,raw/ashahina_aya/0005.mp4,ashahina_aya,Ashahina Aya,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,d9786db14c304253fa7d3aa4fe03ba6bd902ecb5cd22adb8e1f4ca8ed40ac5af
000065,raw/ashahina_aya/0006.mp4,ashahina_aya,Ashahina Aya,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,b75438770529f2b37b0520d676cea3691cfa1b7cffbdd3c8449fada1406443fc
000066,raw/asuka_saito/0001.mp4,asuka_saito,Asuka Saito,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d5a7f6fb7a1c33328b8c422b28b0ede91716b55dfb5840f3e8bfb8f2a4355ca8
000067,raw/asuka_saito/0002.mp4,asuka_saito,Asuka Saito,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,262e5df867a39e5ff6b1f982559dad5064bd1978791c6043b8d41f98d11ce3a0
000068,raw/asuka_saito/0003.mp4,asuka_saito,Asuka Saito,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,778549e1c28c3f2c2dca20b5533ed69727a9f0a52c5fae2645e142a7947cf0d7
000069,raw/asuka_saito/0004.mp4,asuka_saito,Asuka Saito,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9357ea223fde14482b8ff79b70d0cce996a8874f3e30f9f90e2dc180fcf7b2cd
000070,raw/asuka_saito/0005.mp4,asuka_saito,Asuka Saito,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,2ab14cc970560bfcd9f1b2f59bb949c11255a8d43e09d0bd1fd052d882f87e6e
000071,raw/asuka_saito/0006.mp4,asuka_saito,Asuka Saito,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,f6729f83c9d9736895d193fd411808e2bcf64e615693d8109866a9407b9c20cb
000072,raw/asuka_saito/0007.mp4,asuka_saito,Asuka Saito,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,9e3c51f2ca1d4634555a43ae69cc082117275369865f8ecd6913f25e2b70b8ce
000073,raw/ayaka_konno/0001.mp4,ayaka_konno,Ayaka Konno,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f946ac04b0265df00b51097662e6a0461af81afa7eaddbf63ac88227a6ea75ad
000074,raw/ayaka_konno/0002.mp4,ayaka_konno,Ayaka Konno,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,3e99963b3dd4c0ac3be6f608f0c7d2ec262d56524892241fc521f220385a4a92
000075,raw/ayaka_konno/0003.mp4,ayaka_konno,Ayaka Konno,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,c9c0dd56167f6118e0f9ddb9e0bb554ef0af52e2cee55514c764add3151de108
000076,raw/ayaka_konno/0004.mp4,ayaka_konno,Ayaka Konno,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,44af50eefbdc5e2695721f3dda89413de77d966be9cefc10cf75396ceeaf6de3
000077,raw/ayaka_konno/0005.mp4,ayaka_konno,Ayaka Konno,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,6d0142fa0b2f8039eb26d1542b575d350018017954cedef74df06d6bf185a3f3
000078,raw/ayaka_konno/0006.mp4,ayaka_konno,Ayaka Konno,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,9e1b095dd0b58f74dcbb0d80d38869dd1f4c00738067002b37c53002e05bde0a
000079,raw/ayaka_konno/0007.mp4,ayaka_konno,Ayaka Konno,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,fc4f3ffbbbab52892186aa405a7086700a54332a4fad0545f93869da8cae3c06
000080,raw/bae_suzy/0001.mp4,bae_suzy,Bae Suzy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,0ec6dd318ab0c01db6cde44e58b1c4316caa7c45b1459147536453a2e1028767
000081,raw/bae_suzy/0002.mp4,bae_suzy,Bae Suzy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,8db8481704a09760c835a4438f5cbbd62b9ef7df32a91c1fc1b41d61aa39f36c
000082,raw/bae_suzy/0003.mp4,bae_suzy,Bae Suzy,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,fee03d1f803b6c837f70e546c9433b9c8306195ecb0d60ab809a5ace470e07f0
000083,raw/bae_suzy/0004.mp4,bae_suzy,Bae Suzy,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,39c8069cf8ec507cd1c95cb106342609f168b8ff7696465d033355f177712ab2
000084,raw/bae_suzy/0005.mp4,bae_suzy,Bae Suzy,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,c3da1db2f84dbd7364f72bb46c5e1cfe8213735586983bf74eebdb4c8d98316f
000085,raw/bao_thng_n/0001.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,461b9762fcf2d996062b6a775db49126bde82f56d3b2918b0202f93cad1f382c
000086,raw/bao_thng_n/0002.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,68e303086a3595a4f7d80cadee2eca1436bc9fe271ce9d62870766a4a92e86c7
000087,raw/bao_thng_n/0003.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,510ca0ce95fa4f1f1b6f81e9179f253fa8da8e83582ce6873feb3360b30a3a85
000088,raw/bao_thng_n/0004.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,eb86bf7f3a1bc88eb457f4043cfa7f667b06d3c68a13539659fa1005f2daa2e2
000089,raw/bao_thng_n/0005.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,491517aa0aee3ba76abaf42bcadc3a150aba16c1e1fb0740763546d96d46a7a0
000090,raw/bao_thng_n/0006.mp4,bao_thng_n,Bao Thượng Ân,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a216e81a7122b35f21a0f67de5e702b3d7feee49400bbe9521c89abc5d42690d
000091,raw/bao_thng_n/0007.mp4,bao_thng_n,Bao Thượng Ân,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,d259f23584f066856a2312c94804d94f2b950368e15956605849a8a39daa5957
000092,raw/bao_thng_n/0008.mp4,bao_thng_n,Bao Thượng Ân,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,ba130d5def5af807a382862109a413c8bbdf21c175da8627259df0b9af4341f3
000093,raw/blake_lively/0001.mp4,blake_lively,Blake Lively,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,85262d61f38b233b2803212cdf880024d92a14fd54c9de3013f315394549e58e
000094,raw/blake_lively/0002.mp4,blake_lively,Blake Lively,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,87421df0ea908b6888c29318cc3c2d5653ff9e6173442f4019799431a380c50c
000095,raw/blake_lively/0003.mp4,blake_lively,Blake Lively,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,489f6a1e02226ffde0148c9df349eed054b1370e0faae20a632aafe0bcf301bc
000096,raw/blake_lively/0004.mp4,blake_lively,Blake Lively,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,f146bf482733d6f26de58ff5745fac984bb14b30d26648d90a5bf5073aafeaed
000097,raw/blake_lively/0005.mp4,blake_lively,Blake Lively,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,1c937df0c94d06823e15169cf41bf5521155d35d2e75c19da8f74a046302e921
000098,raw/bch_bng/0001.mp4,bch_bng,Bạch Băng,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,00349469ddbbe91774bf1f9e552ded5c8c1a0e9267d79311c695dd77e3acacd8
000099,raw/bch_bng/0002.mp4,bch_bng,Bạch Băng,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,45b2aa4c618b3b84faaffdc368bb5b31b1cd1b425b38aaba91ec724b5a1031c2
000100,raw/bch_bng/0003.mp4,bch_bng,Bạch Băng,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,b7f89205f6461d8022bc53a8c3cd50c20a5d48e4b1ce414f6e36651fabebe32c
000101,raw/bch_bng/0004.mp4,bch_bng,Bạch Băng,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,6f9776b04014c6f68e8396f8f8eeabf110afa5d9f03720442631440811af17d8
000102,raw/bch_bng/0005.mp4,bch_bng,Bạch Băng,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,1220512b1a5b4c52c671e79e4d802640b8eb1445ff978e9466c9e10d45c58b85
000103,raw/bch_bng/0006.mp4,bch_bng,Bạch Băng,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,1aed415483ea86a37e813d4571af720edf677814d0b83e01bf254c5bfcbafd3a
000104,raw/can_nh_nh/0001.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,4ac7536dee6180bbd14173859708543e69ed817a08c8b8f1953709c194603af8
000105,raw/can_nh_nh/0002.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,1269bfc1b2ae0c1ed965374c0b84043e767124d93a4d064c786ea99a6193ae8f
000106,raw/can_nh_nh/0003.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,f4447c1b7433c645a490088f74967bbfe7d9c4f635a2fdd2a68ac4616498f8c4
000107,raw/can_nh_nh/0004.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,117cf5efc510e9a562effef7c7d386475edde37994d843c3b29fac5953ff95a7
000108,raw/can_nh_nh/0005.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d766a7c7147aeb97c65a4de151f76a1c8d49df7cee4e1d5959d54095aed032c7
000109,raw/can_nh_nh/0006.mp4,can_nh_nh,Can Đình ĐÌnh,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,d477a2329087e1ddfe6eeeac90909579794ddd4d21711ede971fc37add6a0130
000110,raw/can_nh_nh/0007.mp4,can_nh_nh,Can Đình ĐÌnh,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,324343701ff40a157c23e68fb8321ca1c44c698ce8e288541ea1f1f2ae07fbd7
000111,raw/can_nh_nh/0008.mp4,can_nh_nh,Can Đình ĐÌnh,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,3454dffa4beb851528a1a69b6fceda5655021e3ec4a15cff5b2702e97b7c86c2
000112,raw/catherine_zeta_jones/0001.mp4,catherine_zeta_jones,Catherine zeta jones,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,07a52513db0b6dc6fceae1d45405f839951ce057b1862dba38dceda7c6577bcc
000113,raw/catherine_zeta_jones/0002.mp4,catherine_zeta_jones,Catherine zeta jones,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,2450d21b939cd595adc9cfdd8bd7ca5f951284e7544b15f350e8b27ba43234dd
000114,raw/catherine_zeta_jones/0003.mp4,catherine_zeta_jones,Catherine zeta jones,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,9430652996f12c24b08bc026c5abe51a95cf3f67a7ea229ce32370582064c9a4
000115,raw/catherine_zeta_jones/0004.mp4,catherine_zeta_jones,Catherine zeta jones,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,53f74b18d1fc6ed496caf1b92f52c9e11c604b70dea053ad8a0dad86b3e9aed2
000116,raw/catherine_zeta_jones/0005.mp4,catherine_zeta_jones,Catherine zeta jones,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,434d99e5c00ef7930ca133ea1f536603da0c7e9a17d647fda61a7a84076d23e2
000117,raw/chae_soo_bin/0001.mp4,chae_soo_bin,Chae Soo Bin,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,34a89a8f56808c2e8c4ec0fa9e5f214838d81a041ccd7e23efddf37a375dfd1a
000118,raw/chae_soo_bin/0002.mp4,chae_soo_bin,Chae Soo Bin,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,a4980df003b319e5ad344d53943de9642d54cae10f195d45560ae4680cadf1c6
000119,raw/chae_soo_bin/0003.mp4,chae_soo_bin,Chae Soo Bin,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,41b5fdbe17814baec421b48b1ee8e70d14f1e5e6dc897172754a5c8448508a06
000120,raw/chae_soo_bin/0004.mp4,chae_soo_bin,Chae Soo Bin,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,90e88cebac04aec9c122beb83221d72daf73bd868ee3494661bde1bc517858f0
000121,raw/chae_soo_bin/0005.mp4,chae_soo_bin,Chae Soo Bin,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,64e96ffe1972183f929c3a7342a88d0945f2ee5a5ec7a5282952d908e60a89c0
000122,raw/chae_soo_bin/0006.mp4,chae_soo_bin,Chae Soo Bin,val,manual_collect,,UNKNOWN,No clear redistribution proof yet,8000b60ac26a2d8ce875479479531c210ba1708844ee6cf1836b264607cb2aa5
000123,raw/chae_soo_bin/0007.mp4,chae_soo_bin,Chae Soo Bin,test,manual_collect,,UNKNOWN,No clear redistribution proof yet,76ea98e570093e5cd13d9370be8d3ce2d232b452373fa9b1c0080097ac1f43f3
000124,raw/choi_ji_woo/0001.mp4,choi_ji_woo,Choi Ji Woo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5e1f8f1f8f1972ff2995ccf2c26d414acb635852cffb0992888e69c4306b52b9
000125,raw/choi_ji_woo/0002.mp4,choi_ji_woo,Choi Ji Woo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,647dcec10fbbc05bc80c198c0573f30256c68c7ba9c1f68702a3e670156f35c0
000126,raw/choi_ji_woo/0003.mp4,choi_ji_woo,Choi Ji Woo,train,manual_collect,,UNKNOWN,No clear redistribution proof yet,5e677e7c5a9216cf78cf34d45952d01a3cc7891760d070b2ea775fe8849dd4f0
